compression,gamma,task,step,accepted,acceptance_rate,tokens_produced,mean_draft_entropy,mean_draft_confidence,max_draft_entropy,min_draft_confidence
fp16,8,code,8,2,0.25,3,0.6407,0.8492,1.4762,0.566
fp16,8,code,9,2,0.25,3,0.2287,0.9281,1.4303,0.4662
fp16,8,code,10,8,1.0,9,0.155,0.9783,0.5497,0.908
fp16,8,code,11,8,1.0,9,0.293,0.9185,1.641,0.4638
fp16,8,code,12,1,0.125,2,0.8837,0.803,3.3341,0.2963
fp16,8,code,13,7,0.875,8,0.7677,0.824,3.3217,0.2341
fp16,8,code,14,0,0.0,1,1.2891,0.7021,2.8714,0.3961
fp16,8,code,15,4,1.0,5,0.3973,0.89,1.1319,0.6145
fp16,8,code,0,0,0.0,1,1.1609,0.7988,4.4177,0.239
fp16,8,code,1,0,0.0,1,2.9776,0.4876,6.0063,0.1421
fp16,8,code,2,2,0.25,3,2.1408,0.5308,4.6765,0.2482
fp16,8,code,3,8,1.0,9,1.0076,0.8227,3.7705,0.3955
fp16,8,code,4,8,1.0,9,0.3309,0.9214,1.1484,0.7417
fp16,8,code,5,8,1.0,9,0.0431,0.9953,0.2089,0.9745
fp16,8,code,6,8,1.0,9,0.1541,0.9539,1.0371,0.6477
fp16,8,code,7,8,1.0,9,0.0139,0.9989,0.0751,0.9945
fp16,8,code,8,8,1.0,9,0.2054,0.9732,0.6107,0.9227
fp16,8,code,9,8,1.0,9,0.2812,0.9408,1.2284,0.7196
fp16,8,code,10,8,1.0,9,0.0913,0.9886,0.555,0.9301
fp16,8,code,11,3,1.0,4,0.0021,0.9999,0.0044,0.9997
fp16,8,code,0,0,0.0,1,1.6227,0.6248,3.5453,0.3337
fp16,8,code,1,0,0.0,1,1.1375,0.7437,3.2086,0.2209
fp16,8,code,2,8,1.0,9,0.4729,0.9017,1.451,0.5584
fp16,8,code,3,1,0.125,2,0.5481,0.9062,2.5283,0.5888
fp16,8,code,4,3,0.375,4,0.5494,0.8599,1.5532,0.466
fp16,8,code,5,8,1.0,9,0.4134,0.9305,1.6311,0.7271
fp16,8,code,6,5,0.625,6,0.4037,0.8761,1.4479,0.4778
fp16,8,code,7,8,1.0,9,0.0714,0.9865,0.465,0.9018
fp16,8,code,8,8,1.0,9,0.2746,0.9219,0.9463,0.6439
fp16,8,code,9,7,0.875,8,0.3855,0.9173,1.2569,0.6591
fp16,8,code,10,2,0.25,3,0.3049,0.8842,1.0448,0.5156
fp16,8,code,11,8,1.0,9,0.2685,0.8971,0.9972,0.5351
fp16,8,code,12,8,1.0,9,0.0069,0.9994,0.0227,0.9978
fp16,8,code,13,1,1.0,2,0.0958,0.9879,0.0958,0.9879
fp16,8,code,0,0,0.0,1,1.5272,0.7123,3.4343,0.4138
fp16,8,code,1,0,0.0,1,0.2494,0.9346,1.8393,0.4915
fp16,8,code,2,1,0.125,2,0.92,0.8214,2.9611,0.3842
fp16,8,code,3,0,0.0,1,1.4901,0.6294,2.8188,0.2575
fp16,8,code,4,8,1.0,9,0.337,0.9537,0.7047,0.8808
fp16,8,code,5,7,0.875,8,0.5947,0.867,2.5015,0.3349
fp16,8,code,6,0,0.0,1,0.373,0.9297,2.954,0.4401
fp16,8,code,7,8,1.0,9,0.3793,0.9307,1.6606,0.7055
fp16,8,code,8,8,1.0,9,0.267,0.9563,1.2466,0.7737
fp16,8,code,9,8,1.0,9,0.1063,0.9744,0.6934,0.817
fp16,8,code,10,8,1.0,9,0.2789,0.933,1.2943,0.6896
fp16,8,code,11,8,1.0,9,0.4166,0.9258,0.9479,0.8321
fp16,8,code,12,8,1.0,9,0.1227,0.9695,0.7805,0.7741
fp16,8,code,13,3,1.0,4,0.0988,0.9865,0.2665,0.9622
fp16,8,code,0,0,0.0,1,2.8666,0.4776,5.0229,0.2013
fp16,8,code,1,0,0.0,1,2.4113,0.6708,7.5202,0.2599
fp16,8,code,2,0,0.0,1,1.1566,0.7714,4.0384,0.5451
fp16,8,code,3,0,0.0,1,1.8634,0.5872,7.1301,0.1704
fp16,8,code,4,0,0.0,1,1.1328,0.6807,2.6662,0.3709
fp16,8,code,5,1,0.125,2,0.7676,0.835,1.6603,0.499
fp16,8,code,6,8,1.0,9,0.5131,0.9031,1.0091,0.6866
fp16,8,code,7,2,0.25,3,0.5139,0.8428,1.0871,0.5393
fp16,8,code,8,8,1.0,9,0.439,0.8802,2.0435,0.4778
fp16,8,code,9,3,0.375,4,0.3721,0.9182,1.2421,0.7251
fp16,8,code,10,8,1.0,9,0.8968,0.8055,2.6993,0.4804
fp16,8,code,11,3,0.375,4,1.5351,0.731,4.036,0.4004
fp16,8,code,12,0,0.0,1,1.6775,0.7317,5.5891,0.2305
fp16,8,code,13,7,0.875,8,1.1495,0.8098,4.8263,0.4026
fp16,8,code,14,6,0.75,7,0.6853,0.841,2.0513,0.4711
fp16,8,code,15,8,1.0,9,0.2473,0.9492,1.0285,0.7182
fp16,8,code,16,4,0.5,5,0.298,0.9018,1.0054,0.5076
fp16,8,code,17,5,1.0,6,0.5905,0.8086,1.1168,0.5567
fp16,8,math,0,0,0.0,1,1.2428,0.7927,5.3144,0.2207
fp16,8,math,1,0,0.0,1,1.044,0.8494,4.4918,0.4258
fp16,8,math,2,4,0.5,5,0.3405,0.9251,2.6622,0.4067
fp16,8,math,3,8,1.0,9,0.5778,0.7785,1.2471,0.5126
fp16,8,math,4,8,1.0,9,0.0189,0.9974,0.15,0.9796
fp16,8,math,5,8,1.0,9,0.2125,0.942,1.0287,0.7042
fp16,8,math,6,8,1.0,9,0.4158,0.8709,1.5226,0.4982
fp16,8,math,7,3,0.375,4,0.5991,0.844,1.0823,0.6742
fp16,8,math,8,1,0.125,2,0.6385,0.8265,1.402,0.508
fp16,8,math,9,1,0.125,2,0.6569,0.8388,1.205,0.5538
fp16,8,math,10,8,1.0,9,0.186,0.9527,1.469,0.6232
fp16,8,math,11,8,1.0,9,0.4513,0.9069,1.0202,0.7783
fp16,8,math,12,8,1.0,9,0.0791,0.984,0.6321,0.872
fp16,8,math,13,2,1.0,3,0.6846,0.7399,1.3691,0.4799
fp16,8,math,0,0,0.0,1,1.1378,0.812,4.1051,0.2502
fp16,8,math,1,8,1.0,9,0.3433,0.9189,1.8393,0.4738
fp16,8,math,2,8,1.0,9,0.6193,0.8484,1.454,0.5612
fp16,8,math,3,3,0.375,4,0.4239,0.8749,1.066,0.5401
fp16,8,math,4,8,1.0,9,0.4443,0.8745,1.1481,0.5349
fp16,8,math,5,8,1.0,9,0.4956,0.8642,2.1614,0.423
fp16,8,math,6,8,1.0,9,0.2368,0.943,0.9467,0.7725
fp16,8,math,7,8,1.0,9,0.0081,0.9991,0.0628,0.9926
fp16,8,math,8,8,1.0,9,0.1854,0.9337,1.1995,0.5028
fp16,8,math,9,1,0.125,2,0.2851,0.9391,0.8902,0.7368
fp16,8,math,10,2,0.25,3,0.5463,0.8635,1.2905,0.496
fp16,8,math,11,7,1.0,8,0.3958,0.9226,0.914,0.792
fp16,8,math,0,6,0.75,7,1.0519,0.8389,5.7299,0.1567
fp16,8,math,1,1,0.125,2,0.416,0.876,1.5918,0.5237
fp16,8,math,2,8,1.0,9,0.4439,0.8891,1.7255,0.5018
fp16,8,math,3,8,1.0,9,0.1776,0.9643,0.5806,0.8631
fp16,8,math,4,8,1.0,9,0.1507,0.9607,0.9361,0.7188
fp16,8,math,5,1,0.125,2,0.4791,0.8506,1.004,0.6154
fp16,8,math,6,8,1.0,9,0.1806,0.9567,0.7409,0.795
fp16,8,math,7,8,1.0,9,0.0025,0.9998,0.0134,0.9989
fp16,8,math,8,8,1.0,9,0.1009,0.9717,0.8035,0.7739
fp16,8,math,9,8,1.0,9,0.2091,0.9381,0.992,0.6133
fp16,8,math,10,2,0.3333333333333333,3,0.7935,0.7914,2.0268,0.4856
fp16,8,math,11,2,0.6666666666666666,3,1.1024,0.6869,1.7152,0.4932
fp16,8,math,0,8,1.0,9,1.0332,0.8239,5.2598,0.2092
fp16,8,math,1,8,1.0,9,0.1329,0.9533,0.9723,0.6351
fp16,8,math,2,8,1.0,9,0.3898,0.8929,1.8885,0.4029
fp16,8,math,3,8,1.0,9,0.2481,0.9335,1.9788,0.4687
fp16,8,math,4,8,1.0,9,0.0726,0.9833,0.5699,0.8668
fp16,8,math,5,8,1.0,9,0.0833,0.9855,0.4866,0.9106
fp16,8,math,6,8,1.0,9,0.3597,0.9275,1.8377,0.5773
fp16,8,math,7,8,1.0,9,0.4919,0.87,1.404,0.5808
fp16,8,math,8,8,1.0,9,0.1048,0.9681,0.8189,0.7461
fp16,8,math,0,1,0.125,2,3.166,0.433,5.7449,0.1548
fp16,8,math,1,4,0.5,5,1.6784,0.6407,2.5606,0.339
fp16,8,math,2,8,1.0,9,1.1433,0.7875,2.1558,0.5518
fp16,8,math,3,8,1.0,9,0.2914,0.9291,1.8963,0.4802
fp16,8,math,4,4,0.5,5,1.1394,0.7686,2.834,0.3603
fp16,8,math,5,1,0.125,2,1.56,0.6573,2.5867,0.3561
fp16,8,math,6,8,1.0,9,0.1423,0.9771,0.6213,0.8811
fp16,8,math,7,7,0.875,8,0.387,0.9288,1.2486,0.7015
fp16,8,math,8,5,0.625,6,2.014,0.5232,4.3769,0.2675
fp16,8,math,9,3,0.375,4,1.3966,0.7319,6.383,0.1065
fp16,8,math,10,6,0.75,7,0.5514,0.9083,2.3552,0.6416
fp16,8,math,11,6,0.75,7,1.0074,0.7128,2.1322,0.4631
fp16,8,math,12,1,0.14285714285714285,2,0.5892,0.8054,1.4847,0.524
fp16,8,math,13,5,1.0,6,0.6586,0.8359,1.9988,0.4348
fp16,8,chat,0,0,0.0,1,2.2205,0.5784,5.2166,0.1926
fp16,8,chat,1,1,0.125,2,3.2004,0.4627,5.8293,0.1895
fp16,8,chat,2,5,0.625,6,2.0626,0.6463,4.2139,0.4061
fp16,8,chat,3,1,0.125,2,2.7235,0.4695,4.9265,0.2177
fp16,8,chat,4,2,0.25,3,1.8548,0.6269,5.1501,0.1729
fp16,8,chat,5,3,0.375,4,1.6796,0.6335,3.8944,0.3164
fp16,8,chat,6,2,0.25,3,0.6252,0.8518,1.3164,0.6483
fp16,8,chat,7,8,1.0,9,0.9029,0.8049,2.1136,0.602
fp16,8,chat,8,8,1.0,9,0.6129,0.8923,1.9711,0.5996
fp16,8,chat,9,8,1.0,9,0.405,0.9309,1.4421,0.7252
fp16,8,chat,10,8,1.0,9,1.0558,0.791,2.8403,0.4088
fp16,8,chat,11,1,0.125,2,0.435,0.8834,1.8655,0.4406
fp16,8,chat,12,8,1.0,9,0.4005,0.9157,2.3354,0.4463
fp16,8,chat,13,8,1.0,9,0.6419,0.867,2.6547,0.4417
fp16,8,chat,14,1,0.3333333333333333,2,0.8126,0.6697,1.3259,0.5038
fp16,8,chat,15,1,1.0,2,1.0504,0.8115,1.0504,0.8115
fp16,8,chat,0,4,0.5,5,1.5182,0.7176,4.0019,0.3081
fp16,8,chat,1,5,0.625,6,1.886,0.6259,3.5239,0.2537
fp16,8,chat,2,0,0.0,1,1.5371,0.6536,3.1572,0.2806
fp16,8,chat,3,2,0.25,3,1.7639,0.6493,4.8744,0.2257
fp16,8,chat,4,2,0.25,3,1.8803,0.6301,4.7755,0.2405
fp16,8,chat,5,1,0.125,2,3.1945,0.3955,4.0714,0.2027
fp16,8,chat,6,2,0.25,3,2.2864,0.6622,4.836,0.2591
fp16,8,chat,7,0,0.0,1,2.421,0.5512,3.952,0.3288
fp16,8,chat,8,2,0.25,3,1.6203,0.739,4.9084,0.3032
fp16,8,chat,9,0,0.0,1,0.4378,0.9166,1.1642,0.7124
fp16,8,chat,10,8,1.0,9,0.631,0.8784,2.6168,0.4725
fp16,8,chat,11,8,1.0,9,0.8236,0.8506,2.4026,0.4333
fp16,8,chat,12,8,1.0,9,0.3169,0.9213,1.4629,0.6891
fp16,8,chat,13,1,0.125,2,1.9979,0.5241,4.1221,0.2111
fp16,8,chat,14,2,0.25,3,2.1479,0.5881,3.2478,0.2554
fp16,8,chat,15,0,0.0,1,2.1411,0.5946,2.993,0.3119
fp16,8,chat,16,4,0.5,5,1.5422,0.6599,3.2103,0.3173
fp16,8,chat,17,0,0.0,1,1.7894,0.6367,3.699,0.3801
fp16,8,chat,18,2,0.25,3,1.6828,0.6594,3.6863,0.3281
fp16,8,chat,19,3,0.375,4,1.8337,0.5925,3.4731,0.2178
fp16,8,chat,20,0,0.0,1,1.4987,0.673,3.4919,0.3818
fp16,8,chat,21,1,0.2,2,2.1141,0.6111,3.5705,0.315
fp16,8,chat,22,1,0.3333333333333333,2,2.4676,0.5243,4.277,0.2746
fp16,8,chat,23,1,1.0,2,0.6231,0.9358,0.6231,0.9358
fp16,8,chat,0,0,0.0,1,1.9218,0.6834,6.0682,0.2207
fp16,8,chat,1,7,0.875,8,1.2221,0.7598,3.204,0.3776
fp16,8,chat,2,8,1.0,9,1.857,0.5899,4.238,0.2151
fp16,8,chat,3,8,1.0,9,0.9012,0.8206,2.112,0.4965
fp16,8,chat,4,2,0.25,3,0.6188,0.8403,1.5953,0.4948
fp16,8,chat,5,3,0.375,4,0.7599,0.8311,1.7582,0.4911
fp16,8,chat,6,2,0.25,3,0.6436,0.8216,1.507,0.5307
fp16,8,chat,7,8,1.0,9,0.2639,0.9427,1.0443,0.6642
fp16,8,chat,8,8,1.0,9,0.3845,0.9003,1.3582,0.4744
fp16,8,chat,9,8,1.0,9,0.4704,0.9246,1.6714,0.7113
fp16,8,chat,10,8,1.0,9,0.4097,0.9005,1.7156,0.5732
fp16,8,chat,11,6,0.8571428571428571,7,0.7297,0.8655,1.8647,0.628
fp16,8,chat,0,0,0.0,1,2.0186,0.6925,5.8648,0.1407
fp16,8,chat,1,0,0.0,1,3.3332,0.5558,5.9718,0.1765
fp16,8,chat,2,1,0.125,2,2.5746,0.5655,5.5991,0.1704
fp16,8,chat,3,0,0.0,1,3.5623,0.4774,7.3705,0.0793
fp16,8,chat,4,0,0.0,1,3.111,0.4973,6.3041,0.1273
fp16,8,chat,5,1,0.125,2,2.8886,0.565,6.7444,0.1994
fp16,8,chat,6,4,0.5,5,3.4956,0.4008,4.6013,0.2426
fp16,8,chat,7,3,0.375,4,2.1592,0.5767,3.2365,0.3384
fp16,8,chat,8,2,0.25,3,1.8276,0.6235,3.4463,0.2292
fp16,8,chat,9,3,0.375,4,1.6327,0.6884,4.1848,0.3275
fp16,8,chat,10,0,0.0,1,0.892,0.8387,4.347,0.2859
fp16,8,chat,11,0,0.0,1,0.9531,0.8541,4.847,0.4457
fp16,8,chat,12,0,0.0,1,3.6081,0.3872,5.4605,0.1502
fp16,8,chat,13,4,0.5,5,4.0887,0.3313,5.3101,0.1651
fp16,8,chat,14,2,0.25,3,3.4212,0.4207,4.5375,0.1903
fp16,8,chat,15,2,0.25,3,1.1951,0.7684,3.7843,0.3433
fp16,8,chat,16,0,0.0,1,1.3989,0.7234,3.5668,0.3848
fp16,8,chat,17,0,0.0,1,1.4225,0.7417,3.4685,0.3265
fp16,8,chat,18,2,0.25,3,1.7222,0.6877,5.0266,0.1776
fp16,8,chat,19,3,0.375,4,1.1921,0.7759,3.5299,0.3702
fp16,8,chat,20,8,1.0,9,0.4376,0.908,3.219,0.3068
fp16,8,chat,21,8,1.0,9,0.0758,0.9887,0.5237,0.9166
fp16,8,chat,22,8,1.0,9,1.1356,0.8015,2.6411,0.4553
fp16,8,chat,23,6,1.0,7,0.5989,0.8476,1.6171,0.5486
fp16,8,chat,0,0,0.0,1,1.8826,0.651,5.9342,0.1548
fp16,8,chat,1,0,0.0,1,1.5553,0.7332,5.0861,0.1782
fp16,8,chat,2,3,0.375,4,1.826,0.608,2.7283,0.4412
fp16,8,chat,3,8,1.0,9,1.2522,0.7553,3.0712,0.4617
fp16,8,chat,4,7,0.875,8,1.2581,0.7961,3.2119,0.507
fp16,8,chat,5,3,0.375,4,0.6137,0.8713,2.5049,0.3375
fp16,8,chat,6,4,0.5,5,0.9616,0.8079,3.1887,0.3062
fp16,8,chat,7,2,0.25,3,1.8574,0.5877,2.8891,0.3929
fp16,8,chat,8,4,0.5,5,1.665,0.6433,4.0996,0.2618
fp16,8,chat,9,1,0.125,2,2.0716,0.5707,4.324,0.2605
fp16,8,chat,10,8,1.0,9,1.2213,0.7845,2.9183,0.4771
fp16,8,chat,11,6,0.75,7,1.7374,0.6148,2.8699,0.4152
fp16,8,chat,12,1,0.125,2,1.6268,0.6914,4.4586,0.173
fp16,8,chat,13,8,1.0,9,1.0832,0.7955,3.0339,0.3654
fp16,8,chat,14,2,0.25,3,1.0067,0.7998,2.6308,0.4817
fp16,8,chat,15,6,0.75,7,1.3578,0.7168,2.5833,0.3811
fp16,8,chat,16,0,0.0,1,1.0576,0.5348,1.0576,0.5348
fp16,8,summarization,0,0,0.0,1,1.4845,0.7809,4.065,0.3964
fp16,8,summarization,1,0,0.0,1,1.2769,0.7911,4.488,0.2545
fp16,8,summarization,2,0,0.0,1,1.5,0.7395,4.4824,0.228
fp16,8,summarization,3,1,0.125,2,1.7519,0.6736,3.6413,0.3067
fp16,8,summarization,4,6,0.75,7,0.4687,0.8876,1.4136,0.4749
fp16,8,summarization,5,0,0.0,1,1.2091,0.8023,3.1709,0.5075
fp16,8,summarization,6,5,0.625,6,1.4591,0.7693,3.4817,0.403
fp16,8,summarization,7,6,0.75,7,0.5709,0.899,1.9199,0.589
fp16,8,summarization,8,6,0.75,7,1.2022,0.7316,3.0485,0.4341
fp16,8,summarization,9,8,1.0,9,0.8029,0.818,1.907,0.446
fp16,8,summarization,10,5,0.625,6,1.3006,0.7587,2.8362,0.3713
fp16,8,summarization,11,0,0.0,1,1.173,0.8026,2.6481,0.5282
fp16,8,summarization,12,8,1.0,9,1.012,0.8401,3.3456,0.4649
fp16,8,summarization,13,2,0.25,3,0.5983,0.8551,1.6128,0.5018
fp16,8,summarization,14,6,0.75,7,0.9117,0.8129,2.7897,0.3723
fp16,8,summarization,15,0,0.0,1,0.7937,0.7972,1.805,0.4901
fp16,8,summarization,16,3,0.375,4,0.6448,0.8726,3.7756,0.2265
fp16,8,summarization,17,7,1.0,8,0.5501,0.8796,2.685,0.4855
fp16,8,summarization,0,0,0.0,1,2.717,0.4878,5.3413,0.2116
fp16,8,summarization,1,3,0.375,4,2.078,0.5988,4.5789,0.1954
fp16,8,summarization,2,4,0.5,5,0.9049,0.8088,2.0833,0.5521
fp16,8,summarization,3,8,1.0,9,0.395,0.9405,1.128,0.7929
fp16,8,summarization,4,5,0.625,6,0.3812,0.9111,1.3275,0.6128
fp16,8,summarization,5,8,1.0,9,0.4821,0.8815,2.0171,0.3545
fp16,8,summarization,6,8,1.0,9,0.3126,0.9355,1.3906,0.6255
fp16,8,summarization,7,8,1.0,9,0.2344,0.972,0.8158,0.8981
fp16,8,summarization,8,8,1.0,9,0.6783,0.8614,2.5455,0.3767
fp16,8,summarization,9,4,0.5,5,0.6211,0.8604,1.7021,0.4704
fp16,8,summarization,10,8,1.0,9,0.7207,0.8803,2.3116,0.5594
fp16,8,summarization,11,5,1.0,6,0.1619,0.975,0.4927,0.9177
fp16,8,summarization,0,0,0.0,1,2.4418,0.5696,5.9156,0.1209
fp16,8,summarization,1,8,1.0,9,1.4146,0.7764,2.7015,0.516
fp16,8,summarization,2,8,1.0,9,1.1855,0.7725,3.315,0.3406
fp16,8,summarization,3,7,0.875,8,1.8313,0.6036,2.6424,0.3458
fp16,8,summarization,4,1,0.125,2,1.7841,0.6729,5.997,0.1495
fp16,8,summarization,5,1,0.125,2,2.5554,0.598,6.2234,0.1478
fp16,8,summarization,6,0,0.0,1,1.9116,0.6077,4.2256,0.3457
fp16,8,summarization,7,1,0.125,2,2.1153,0.642,3.9618,0.2757
fp16,8,summarization,8,2,0.25,3,1.3981,0.7021,3.1996,0.2797
fp16,8,summarization,9,0,0.0,1,1.1373,0.7933,2.1261,0.5532
fp16,8,summarization,10,8,1.0,9,1.2725,0.7265,2.3052,0.4187
fp16,8,summarization,11,1,0.125,2,1.3702,0.6834,2.687,0.3503
fp16,8,summarization,12,7,0.875,8,1.1186,0.736,2.312,0.3866
fp16,8,summarization,13,8,1.0,9,0.7405,0.8342,2.3212,0.4589
fp16,8,summarization,14,7,0.875,8,1.2563,0.7458,3.2224,0.4755
fp16,8,summarization,15,2,0.3333333333333333,3,2.1299,0.6138,4.7185,0.2059
fp16,8,summarization,16,3,1.0,4,1.578,0.7269,2.9494,0.4821
fp16,8,summarization,0,0,0.0,1,1.596,0.6782,3.334,0.313
fp16,8,summarization,1,0,0.0,1,2.3022,0.6207,6.2821,0.171
fp16,8,summarization,2,5,0.625,6,2.4531,0.5954,3.9116,0.3591
fp16,8,summarization,3,1,0.125,2,2.1415,0.5173,3.8306,0.287
fp16,8,summarization,4,5,0.625,6,2.1591,0.5487,3.4915,0.3815
fp16,8,summarization,5,4,0.5,5,1.7502,0.6864,3.5526,0.1676
fp16,8,summarization,6,2,0.25,3,0.3092,0.9361,1.4682,0.701
fp16,8,summarization,7,8,1.0,9,1.3798,0.7108,2.1859,0.4465
fp16,8,summarization,8,8,1.0,9,0.3749,0.9337,1.1571,0.7881
fp16,8,summarization,9,8,1.0,9,0.7734,0.8299,1.8307,0.5291
fp16,8,summarization,10,3,0.375,4,0.6783,0.8368,2.4652,0.3658
fp16,8,summarization,11,8,1.0,9,0.6593,0.8663,2.5821,0.6096
fp16,8,summarization,12,0,0.0,1,0.6404,0.8817,2.506,0.5134
fp16,8,summarization,13,8,1.0,9,0.3184,0.9394,0.85,0.7459
fp16,8,summarization,14,6,1.0,7,1.3336,0.7611,3.0664,0.461
fp16,8,summarization,0,0,0.0,1,2.6277,0.5934,5.3211,0.2637
fp16,8,summarization,1,0,0.0,1,1.1874,0.7639,5.3234,0.2672
fp16,8,summarization,2,8,1.0,9,1.0598,0.7972,2.5388,0.4175
fp16,8,summarization,3,8,1.0,9,0.1527,0.9675,0.7325,0.8002
fp16,8,summarization,4,8,1.0,9,0.7912,0.8276,1.9263,0.4991
fp16,8,summarization,5,0,0.0,1,0.56,0.8634,1.3745,0.525
fp16,8,summarization,6,8,1.0,9,0.5961,0.903,1.2403,0.791
fp16,8,summarization,7,7,0.875,8,0.5365,0.8571,1.3361,0.5901
fp16,8,summarization,8,8,1.0,9,0.6438,0.8633,1.046,0.6423
fp16,8,summarization,9,4,0.5,5,1.3416,0.7715,4.1527,0.2694
fp16,8,summarization,10,1,0.125,2,0.8959,0.8648,3.1435,0.4325
fp16,8,summarization,11,1,0.125,2,1.3792,0.7437,3.6651,0.4769
fp16,8,summarization,12,8,1.0,9,1.1023,0.8131,1.8987,0.6157
fp16,8,summarization,13,0,0.0,1,1.5541,0.7096,3.38,0.4738
fp16,8,summarization,14,2,0.4,3,1.1143,0.7695,2.2495,0.3972
fp16,8,summarization,15,1,0.5,2,1.6585,0.6049,2.3362,0.3218
int8,2,code,0,0,0.0,1,2.0172,0.6549,2.956,0.4504
int8,2,code,1,2,1.0,3,1.2428,0.6983,2.4691,0.3979
int8,2,code,2,2,1.0,3,2.9383,0.5349,3.7914,0.4798
int8,2,code,3,2,1.0,3,1.7191,0.736,2.8207,0.5436
int8,2,code,4,2,1.0,3,0.3614,0.9609,0.5187,0.9441
int8,2,code,5,2,1.0,3,0.3258,0.9554,0.4608,0.931
int8,2,code,6,2,1.0,3,0.1916,0.9801,0.2213,0.9757
int8,2,code,7,2,1.0,3,2.0444,0.6312,2.4532,0.491
int8,2,code,8,2,1.0,3,1.0426,0.8571,1.3776,0.7943
int8,2,code,9,2,1.0,3,0.7447,0.7317,1.1933,0.5019
int8,2,code,10,2,1.0,3,0.5589,0.9183,0.709,0.8896
int8,2,code,11,1,0.5,2,1.5001,0.6234,1.9432,0.4396
int8,2,code,12,2,1.0,3,2.3192,0.6642,3.0054,0.5746
int8,2,code,13,2,1.0,3,0.8701,0.8709,1.6669,0.7474
int8,2,code,14,1,0.5,2,1.1724,0.8203,1.3612,0.7695
int8,2,code,15,2,1.0,3,1.8791,0.5528,2.1961,0.4885
int8,2,code,16,2,1.0,3,0.4913,0.8535,0.9174,0.7116
int8,2,code,17,2,1.0,3,1.6404,0.566,1.9873,0.4227
int8,2,code,18,1,0.5,2,2.8198,0.3171,4.0056,0.2074
int8,2,code,19,2,1.0,3,1.5898,0.7026,2.0929,0.583
int8,2,code,20,2,1.0,3,0.9578,0.824,1.9028,0.6489
int8,2,code,21,2,1.0,3,0.9362,0.8384,1.1947,0.7808
int8,2,code,22,2,1.0,3,0.0725,0.9932,0.1432,0.9864
int8,2,code,23,2,1.0,3,0.7189,0.8918,1.364,0.791
int8,2,code,24,2,1.0,3,0.0918,0.9918,0.1281,0.9888
int8,2,code,25,0,0.0,1,1.386,0.6052,1.8638,0.5123
int8,2,code,26,2,1.0,3,1.3316,0.7068,2.6562,0.4141
int8,2,code,27,2,1.0,3,0.9925,0.7039,1.1218,0.5509
int8,2,code,28,2,1.0,3,0.6122,0.7483,1.0194,0.5263
int8,2,code,0,0,0.0,1,3.9012,0.3049,4.4177,0.239
int8,2,code,1,0,0.0,1,3.2783,0.5047,4.7687,0.2395
int8,2,code,2,0,0.0,1,6.1329,0.138,6.8326,0.0933
int8,2,code,3,0,0.0,1,2.3924,0.5871,4.0623,0.2543
int8,2,code,4,2,1.0,3,1.8843,0.7418,3.7254,0.4873
int8,2,code,5,2,1.0,3,0.7129,0.7709,1.3806,0.5457
int8,2,code,6,1,0.5,2,1.767,0.4495,2.4467,0.3501
int8,2,code,7,2,1.0,3,0.5649,0.8904,0.6936,0.8353
int8,2,code,8,2,1.0,3,1.2718,0.7547,2.5143,0.5117
int8,2,code,9,2,1.0,3,0.0331,0.9976,0.0581,0.9956
int8,2,code,10,2,1.0,3,0.0111,0.9992,0.0148,0.9988
int8,2,code,11,2,1.0,3,0.7783,0.843,1.345,0.7113
int8,2,code,12,2,1.0,3,0.0218,0.9981,0.043,0.9962
int8,2,code,13,2,1.0,3,0.0259,0.9978,0.0477,0.996
int8,2,code,14,2,1.0,3,1.1622,0.7713,2.3153,0.5432
int8,2,code,15,0,0.0,1,0.6145,0.7449,1.0832,0.5078
int8,2,code,16,2,1.0,3,0.427,0.8958,0.718,0.8072
int8,2,code,17,2,1.0,3,0.3697,0.9399,0.7382,0.8798
int8,2,code,18,2,1.0,3,0.0093,0.9992,0.0185,0.9984
int8,2,code,19,2,1.0,3,0.0005,1.0,0.0005,1.0
int8,2,code,20,2,1.0,3,0.7515,0.8066,0.7912,0.8011
int8,2,code,21,2,1.0,3,0.4542,0.8888,0.9081,0.7777
int8,2,code,22,2,1.0,3,0.0002,1.0,0.0004,1.0
int8,2,code,23,2,1.0,3,0.0007,1.0,0.0013,0.9999
int8,2,code,24,2,1.0,3,0.0169,0.9985,0.0261,0.9976
int8,2,code,25,2,1.0,3,0.0115,0.9991,0.021,0.9984
int8,2,code,26,2,1.0,3,0.0901,0.9866,0.1802,0.9731
int8,2,code,27,2,1.0,3,0.1995,0.9616,0.3984,0.9233
int8,2,code,28,2,1.0,3,0.5977,0.8644,1.1938,0.7289
int8,2,code,29,2,1.0,3,0.0009,0.9999,0.0018,0.9999
int8,2,code,30,1,1.0,2,0.0005,1.0,0.0005,1.0
int8,2,code,0,0,0.0,1,2.4529,0.4054,3.5453,0.3337
int8,2,code,1,0,0.0,1,2.6488,0.4228,3.2086,0.2209
int8,2,code,2,2,1.0,3,0.2568,0.9532,0.4972,0.9078
int8,2,code,3,2,1.0,3,0.7391,0.9116,1.451,0.8256
int8,2,code,4,2,1.0,3,0.1709,0.9793,0.2879,0.9631
int8,2,code,5,1,0.5,2,1.2739,0.7937,2.5283,0.5888
int8,2,code,6,2,1.0,3,0.7209,0.8134,1.1778,0.6601
